rank,kanji,weighted_freq,weighted_freq_pct,cum_pct,word_count
647,険,0.000112,0.0263,93.2356,1
648,掛,0.000112,0.0263,93.2618,2
649,活,0.000112,0.0262,93.2880,1
650,葬,0.000112,0.0262,93.3142,1
651,甘,0.000111,0.0259,93.3401,1
652,悟,0.000110,0.0258,93.3659,1
653,紹,0.000110,0.0258,93.3917,1
654,介,0.000110,0.0258,93.4175,1
655,描,0.000110,0.0257,93.4432,1
656,盗,0.000109,0.0256,93.4688,1
657,貫,0.000109,0.0255,93.4943,1
658,當,0.000109,0.0254,93.5197,1
659,城,0.000109,0.0254,93.5451,1
660,有,0.000107,0.0251,93.5703,2
661,振,0.000107,0.0249,93.5952,1
662,駄,0.000107,0.0249,93.6201,1
663,絵,0.000106,0.0249,93.6450,1
664,追,0.000106,0.0248,93.6698,1
665,石,0.000106,0.0248,93.6945,2
666,線,0.000106,0.0248,93.7193,2
667,壊,0.000105,0.0246,93.7439,2
668,騒,0.000105,0.0246,93.7685,1
669,勘,0.000104,0.0244,93.7929,2
670,飽,0.000104,0.0243,93.8172,1
671,魚,0.000103,0.0242,93.8414,1
672,退,0.000103,0.0241,93.8656,2
673,練,0.000103,0.0241,93.8897,1
674,習,0.000103,0.0241,93.9138,1
675,企,0.000103,0.0241,93.9379,2
676,爆,0.000103,0.0241,93.9620,2
677,協,0.000103,0.0241,93.9860,1
678,冗,0.000103,0.0240,94.0101,1
679,表,0.000103,0.0240,94.0341,2
680,旅,0.000102,0.0240,94.0581,2
681,咲,0.000102,0.0240,94.0820,1
682,梨,0.000102,0.0239,94.1060,1
683,支,0.000102,0.0239,94.1299,2
684,叩,0.000102,0.0239,94.1537,1
685,看,0.000102,0.0238,94.1776,1
686,形,0.000102,0.0238,94.2013,1
687,紙,0.000102,0.0238,94.2251,1
688,悩,0.000100,0.0235,94.2486,1
689,割,0.000100,0.0235,94.2721,2
690,吉,0.000100,0.0234,94.2955,2
691,幕,0.000099,0.0233,94.3188,1
692,句,0.000099,0.0232,94.3420,2
693,居,0.000098,0.0230,94.3650,2
694,鍵,0.000098,0.0230,94.3881,1
695,影,0.000098,0.0230,94.4111,2
696,晴,0.000097,0.0228,94.4338,1
697,瞬,0.000097,0.0227,94.4565,2
698,密,0.000097,0.0227,94.4792,1
699,丸,0.000097,0.0227,94.5019,1
700,薬,0.000097,0.0227,94.5245,1
701,血,0.000096,0.0225,94.5470,1
702,巽,0.000096,0.0225,94.5695,1
703,寂,0.000096,0.0224,94.5919,1
704,詳,0.000096,0.0224,94.6143,1
705,服,0.000095,0.0223,94.6367,1
706,編,0.000095,0.0223,94.6590,2
707,半,0.000095,0.0223,94.6812,2
708,殴,0.000095,0.0222,94.7034,1
709,数,0.000094,0.0221,94.7255,1
710,泰,0.000094,0.0220,94.7476,1
711,斗,0.000094,0.0220,94.7696,1
712,憶,0.000094,0.0220,94.7916,1
713,逆,0.000094,0.0220,94.8136,1
714,乾,0.000094,0.0220,94.8356,1
715,杯,0.000094,0.0220,94.8576,1
716,麻,0.000094,0.0220,94.8795,1
717,式,0.000094,0.0219,94.9015,2
718,希,0.000093,0.0217,94.9232,1
719,婦,0.000092,0.0216,94.9447,1
720,器,0.000092,0.0215,94.9663,2
721,彫,0.000092,0.0215,94.9878,1
722,公,0.000091,0.0214,95.0092,2
723,堂,0.000091,0.0213,95.0306,2
724,志,0.000091,0.0213,95.0519,1
725,援,0.000091,0.0213,95.0732,1
726,桃,0.000090,0.0211,95.0942,2
727,構,0.000090,0.0210,95.1153,1
728,霊,0.000090,0.0210,95.1363,2
729,胸,0.000089,0.0209,95.1572,1
730,誕,0.000088,0.0206,95.1778,1
731,模,0.000088,0.0206,95.1983,1
732,功,0.000088,0.0205,95.2189,1
733,漏,0.000087,0.0205,95.2394,1
734,寒,0.000087,0.0205,95.2598,1
735,玲,0.000087,0.0204,95.2802,2
736,船,0.000087,0.0204,95.3006,1
737,降,0.000086,0.0202,95.3208,2
738,檻,0.000086,0.0202,95.3411,1
739,産,0.000086,0.0202,95.3613,1
740,緑,0.000086,0.0202,95.3815,1
741,市,0.000086,0.0201,95.4016,1
742,職,0.000085,0.0200,95.4216,2
743,肉,0.000085,0.0200,95.4415,1
744,武,0.000085,0.0199,95.4615,2
745,池,0.000085,0.0199,95.4814,1
746,減,0.000085,0.0199,95.5012,1
747,与,0.000085,0.0198,95.5211,1
748,腕,0.000085,0.0198,95.5409,1
749,暇,0.000084,0.0198,95.5607,1
750,邸,0.000084,0.0197,95.5804,1
751,括,0.000084,0.0197,95.6001,1
752,弧,0.000084,0.0197,95.6197,1
753,予,0.000084,0.0197,95.6394,1
754,定,0.000084,0.0197,95.6590,1
755,恥,0.000084,0.0196,95.6787,1
756,銀,0.000084,0.0196,95.6983,1
757,機,0.000084,0.0196,95.7178,2
758,預,0.000083,0.0195,95.7373,1
759,端,0.000083,0.0195,95.7568,1
760,橋,0.000083,0.0194,95.7762,2
761,恨,0.000082,0.0192,95.7954,1
762,低,0.000082,0.0192,95.8146,1
763,雪,0.000082,0.0191,95.8336,1
764,遣,0.000081,0.0190,95.8527,1
765,塀,0.000081,0.0190,95.8717,1
766,楠,0.000081,0.0189,95.8905,1
767,雄,0.000081,0.0189,95.9094,1
768,林,0.000081,0.0189,95.9283,2
769,丘,0.000080,0.0188,95.9471,1
770,眠,0.000080,0.0187,95.9658,1
771,瞳,0.000080,0.0187,95.9845,1
772,這,0.000080,0.0186,96.0031,1
773,厳,0.000079,0.0186,96.0217,1
774,棚,0.000079,0.0186,96.0403,1
775,掴,0.000079,0.0185,96.0588,1
776,襲,0.000078,0.0184,96.0772,1
777,誠,0.000078,0.0184,96.0955,1
778,琴,0.000078,0.0183,96.1138,1
779,弱,0.000078,0.0183,96.1321,1
780,南,0.000078,0.0182,96.1503,1
781,押,0.000078,0.0181,96.1684,1
782,雨,0.000077,0.0180,96.1864,1
783,舞,0.000077,0.0179,96.2043,1
784,慢,0.000076,0.0178,96.2222,1
785,鼓,0.000076,0.0178,96.2399,1
786,珍,0.000076,0.0177,96.2577,1
787,周,0.000075,0.0176,96.2752,1
788,佳,0.000075,0.0175,96.2928,1
789,潰,0.000075,0.0175,96.3103,1
790,紺,0.000074,0.0174,96.3277,1
791,戴,0.000074,0.0174,96.3451,1
792,深,0.000074,0.0173,96.3624,1
793,銭,0.000073,0.0172,96.3796,1
794,契,0.000073,0.0171,96.3967,1
795,哀,0.000073,0.0170,96.4137,1
796,曲,0.000072,0.0170,96.4307,1
797,納,0.000072,0.0169,96.4475,1
798,健,0.000072,0.0169,96.4644,1
799,研,0.000072,0.0168,96.4812,1
800,究,0.000072,0.0168,96.4980,1
801,祖,0.000072,0.0168,96.5147,1
802,埋,0.000071,0.0167,96.5314,1
803,褐,0.000071,0.0166,96.5480,1
804,炭,0.000071,0.0166,96.5647,1
805,陪,0.000071,0.0166,96.5813,1
806,途,0.000071,0.0166,96.5979,1
807,靴,0.000071,0.0166,96.6144,1
808,勇,0.000070,0.0165,96.6309,1
809,焼,0.000070,0.0164,96.6474,1
810,涙,0.000070,0.0164,96.6638,1
811,刺,0.000070,0.0163,96.6801,1
812,森,0.000070,0.0163,96.6964,1
813,玉,0.000070,0.0163,96.7127,1
814,識,0.000069,0.0162,96.7289,1
815,履,0.000069,0.0162,96.7451,1
816,架,0.000069,0.0161,96.7612,1
817,興,0.000069,0.0161,96.7773,1
818,紋,0.000069,0.0160,96.7934,1
819,庁,0.000068,0.0160,96.8093,1
820,種,0.000068,0.0160,96.8253,1
821,材,0.000068,0.0160,96.8413,1
822,愧,0.000068,0.0160,96.8572,1
823,赧,0.000068,0.0160,96.8732,1
824,包,0.000068,0.0158,96.8890,1
825,皮,0.000067,0.0158,96.9048,1
826,塚,0.000067,0.0158,96.9206,1
827,王,0.000067,0.0156,96.9362,1
828,示,0.000067,0.0156,96.9518,1
829,岩,0.000067,0.0156,96.9674,1
830,褒,0.000066,0.0155,96.9830,1
831,箸,0.000066,0.0155,96.9985,1
832,厘,0.000066,0.0155,97.0140,1
833,接,0.000066,0.0155,97.0294,1
834,巻,0.000066,0.0154,97.0449,1
835,込,0.000066,0.0154,97.0603,1
836,偵,0.000066,0.0154,97.0757,1
837,璧,0.000065,0.0153,97.0910,1
838,古,0.000065,0.0153,97.1062,1
839,互,0.000065,0.0152,97.1215,1
840,将,0.000065,0.0152,97.1367,1
841,録,0.000065,0.0152,97.1519,1
842,茹,0.000065,0.0151,97.1670,1
843,資,0.000065,0.0151,97.1821,1
844,零,0.000064,0.0150,97.1972,1
845,岡,0.000064,0.0150,97.2122,1
846,討,0.000064,0.0150,97.2272,1
847,薫,0.000064,0.0150,97.2421,1
848,階,0.000064,0.0150,97.2571,1
849,午,0.000064,0.0149,97.2720,1
850,香,0.000063,0.0148,97.2869,1
851,依,0.000063,0.0148,97.3017,1
852,簾,0.000063,0.0148,97.3165,1
853,訴,0.000063,0.0148,97.3313,1
854,軟,0.000063,0.0148,97.3461,1
855,両,0.000062,0.0146,97.3607,1
856,裔,0.000062,0.0146,97.3753,1
857,蹴,0.000062,0.0146,97.3898,1
858,卒,0.000062,0.0146,97.4044,1
859,泊,0.000062,0.0145,97.4189,1
860,陰,0.000062,0.0145,97.4334,1
861,蛸,0.000062,0.0145,97.4479,1
862,穴,0.000062,0.0145,97.4624,1
863,之,0.000062,0.0144,97.4768,1
864,司,0.000061,0.0144,97.4912,1
865,稼,0.000061,0.0144,97.5055,1
866,芯,0.000061,0.0143,97.5199,1
867,英,0.000061,0.0143,97.5342,1
868,義,0.000061,0.0143,97.5484,1
869,猛,0.000061,0.0143,97.5627,1
870,威,0.000061,0.0143,97.5770,1
871,嫁,0.000061,0.0142,97.5912,1
872,改,0.000061,0.0142,97.6054,1
873,歓,0.000061,0.0142,97.6197,1
874,傘,0.000061,0.0142,97.6339,1
875,臓,0.000061,0.0142,97.6481,1
876,慣,0.000061,0.0142,97.6623,1
877,迎,0.000061,0.0142,97.6765,1
878,矢,0.000061,0.0142,97.6906,1
879,橘,0.000060,0.0141,97.7047,1
880,儀,0.000060,0.0141,97.7188,1
881,軽,0.000060,0.0141,97.7329,1
882,泉,0.000060,0.0140,97.7469,1
883,宋,0.000060,0.0140,97.7609,1
884,令,0.000060,0.0140,97.7748,1
885,右,0.000059,0.0138,97.7886,1
886,富,0.000059,0.0138,97.8024,1
887,汚,0.000059,0.0138,97.8162,1
888,従,0.000059,0.0137,97.8299,1
889,摩,0.000058,0.0137,97.8436,1
890,左,0.000058,0.0136,97.8572,1
891,蘭,0.000058,0.0136,97.8708,1
892,弾,0.000058,0.0136,97.8843,1
893,挨,0.000058,0.0136,97.8979,1
894,拶,0.000058,0.0136,97.9115,1
895,裁,0.000058,0.0135,97.9250,1
896,誤,0.000057,0.0134,97.9384,1
897,粗,0.000057,0.0134,97.9518,1
898,淳,0.000057,0.0134,97.9652,1
899,耐,0.000057,0.0134,97.9785,1
900,条,0.000057,0.0134,97.9919,1
901,号,0.000057,0.0133,98.0052,1
902,格,0.000057,0.0133,98.0185,1
903,秒,0.000057,0.0133,98.0319,1
904,汝,0.000057,0.0133,98.0451,1
905,踊,0.000057,0.0133,98.0584,1
906,掃,0.000057,0.0132,98.0716,1
907,除,0.000057,0.0132,98.0849,1
908,扱,0.000056,0.0132,98.0981,1
909,坂,0.000056,0.0132,98.1113,1
910,也,0.000056,0.0132,98.1244,1
911,更,0.000056,0.0131,98.1376,1
912,努,0.000056,0.0131,98.1507,1
913,倫,0.000056,0.0131,98.1638,1
914,盤,0.000056,0.0131,98.1769,1
915,壁,0.000056,0.0131,98.1900,1
916,洗,0.000056,0.0131,98.2030,1
917,位,0.000056,0.0130,98.2160,1
918,班,0.000055,0.0130,98.2290,1
919,復,0.000055,0.0129,98.2419,1
920,讐,0.000055,0.0129,98.2548,1
921,阿,0.000055,0.0129,98.2678,1
922,呆,0.000055,0.0129,98.2807,1
923,爺,0.000055,0.0129,98.2936,1
924,寺,0.000055,0.0129,98.3065,1
925,及,0.000055,0.0129,98.3194,1
926,席,0.000055,0.0128,98.3322,1
927,懸,0.000055,0.0128,98.3450,1
928,毒,0.000055,0.0128,98.3578,1
929,冷,0.000054,0.0127,98.3705,1
930,煮,0.000054,0.0127,98.3833,1
931,緊,0.000054,0.0127,98.3960,1
932,彙,0.000054,0.0126,98.4086,1
933,量,0.000054,0.0125,98.4211,1
934,商,0.000053,0.0125,98.4336,1
935,雑,0.000053,0.0125,98.4461,1
936,誌,0.000053,0.0125,98.4585,1
937,戊,0.000053,0.0124,98.4710,1
938,懐,0.000053,0.0124,98.4834,1
939,鬼,0.000053,0.0124,98.4958,1
940,剣,0.000053,0.0124,98.5082,1
941,段,0.000053,0.0123,98.5205,1
942,具,0.000053,0.0123,98.5328,1
943,柳,0.000052,0.0123,98.5451,1
944,争,0.000052,0.0122,98.5573,1
945,是,0.000052,0.0122,98.5695,1
946,寧,0.000052,0.0122,98.5817,1
947,監,0.000052,0.0121,98.5938,1
948,督,0.000052,0.0121,98.6060,1
949,漫,0.000052,0.0121,98.6181,1
950,脅,0.000052,0.0121,98.6302,1
951,継,0.000052,0.0121,98.6423,1
952,苗,0.000052,0.0121,98.6543,1
953,才,0.000051,0.0120,98.6664,1
954,嬢,0.000051,0.0120,98.6784,1
955,承,0.000051,0.0120,98.6904,1
956,奇,0.000051,0.0120,98.7023,1
957,技,0.000051,0.0119,98.7143,1
958,揃,0.000051,0.0119,98.7262,1
959,趣,0.000051,0.0119,98.7381,1
960,房,0.000050,0.0118,98.7500,1
961,仁,0.000050,0.0118,98.7618,1
962,拾,0.000050,0.0118,98.7736,1
963,価,0.000050,0.0117,98.7853,1
964,曹,0.000050,0.0117,98.7970,1
965,避,0.000050,0.0117,98.8087,1
966,旭,0.000050,0.0117,98.8203,1
967,龍,0.000050,0.0116,98.8319,1
968,謎,0.000050,0.0116,98.8435,1
969,癖,0.000049,0.0115,98.8551,1
970,詐,0.000049,0.0115,98.8666,1
971,欺,0.000049,0.0115,98.8781,1
972,孫,0.000049,0.0115,98.8896,1
973,繰,0.000049,0.0115,98.9011,1
974,越,0.000049,0.0114,98.9125,1
975,揺,0.000049,0.0114,98.9239,1
976,耳,0.000049,0.0114,98.9353,1
977,侑,0.000049,0.0114,98.9467,1
978,哉,0.000049,0.0114,98.9581,1
979,替,0.000049,0.0114,98.9694,1
980,弥,0.000048,0.0113,98.9808,1
981,軍,0.000048,0.0113,98.9921,1
982,羨,0.000048,0.0113,99.0034,1
983,聴,0.000048,0.0113,99.0147,1
984,凶,0.000048,0.0113,99.0260,1
985,程,0.000048,0.0113,99.0373,1
986,纏,0.000048,0.0112,99.0485,1
987,到,0.000048,0.0112,99.0596,1
988,禁,0.000048,0.0112,99.0708,1
989,三,0.000048,0.0112,99.0820,1
990,阪,0.000048,0.0111,99.0931,1
991,握,0.000048,0.0111,99.1043,1
992,駆,0.000048,0.0111,99.1154,1
993,攻,0.000048,0.0111,99.1265,1
994,保,0.000047,0.0111,99.1376,1
995,狂,0.000047,0.0111,99.1487,1
996,雇,0.000047,0.0111,99.1598,1
997,児,0.000047,0.0111,99.1709,1
998,童,0.000047,0.0111,99.1820,1
999,共,0.000047,0.0110,99.1930,1
1000,遥,0.000047,0.0110,99.2041,1
1001,逸,0.000047,0.0110,99.2151,1
1002,系,0.000047,0.0110,99.2261,1
1003,施,0.000047,0.0110,99.2371,1
1004,設,0.000047,0.0110,99.2481,1
1005,籍,0.000047,0.0109,99.2590,1
1006,窓,0.000047,0.0109,99.2699,1
1007,妊,0.000047,0.0109,99.2809,1
1008,娠,0.000047,0.0109,99.2918,1
1009,散,0.000047,0.0109,99.3027,1
1010,奴,0.000046,0.0109,99.3136,1
1011,等,0.000046,0.0109,99.3244,1
1012,焦,0.000046,0.0109,99.3353,1
1013,己,0.000046,0.0108,99.3461,1
1014,畏,0.000046,0.0108,99.3569,1
1015,根,0.000046,0.0108,99.3678,1
1016,樹,0.000046,0.0107,99.3785,1
1017,泥,0.000046,0.0107,99.3892,1
1018,棒,0.000046,0.0107,99.4000,1
1019,拐,0.000046,0.0107,99.4107,1
1020,蔵,0.000046,0.0107,99.4213,1
1021,慮,0.000045,0.0106,99.4320,1
1022,凝,0.000045,0.0106,99.4426,1
1023,紫,0.000045,0.0106,99.4531,1
1024,檀,0.000045,0.0106,99.4637,1
1025,操,0.000045,0.0105,99.4742,1
1026,放,0.000045,0.0105,99.4847,1
1027,冬,0.000045,0.0104,99.4951,1
1028,台,0.000044,0.0104,99.5055,1
1029,裂,0.000044,0.0104,99.5159,1
1030,暖,0.000044,0.0104,99.5263,1
1031,給,0.000044,0.0103,99.5366,1
1032,霧,0.000044,0.0103,99.5469,1
1033,魂,0.000044,0.0103,99.5573,1
1034,案,0.000044,0.0103,99.5676,1
1035,処,0.000044,0.0103,99.5778,1
1036,副,0.000044,0.0103,99.5881,1
1037,民,0.000044,0.0103,99.5984,1
1038,脱,0.000044,0.0102,99.6086,1
1039,範,0.000044,0.0102,99.6188,1
1040,級,0.000043,0.0102,99.6290,1
1041,鳥,0.000043,0.0102,99.6392,1
1042,庭,0.000043,0.0102,99.6493,1
1043,憧,0.000043,0.0102,99.6595,1
1044,誇,0.000043,0.0101,99.6696,1
1045,秋,0.000043,0.0101,99.6797,1
1046,罠,0.000043,0.0101,99.6899,1
1047,圭,0.000043,0.0101,99.7000,1
1048,幽,0.000043,0.0101,99.7100,1
1049,移,0.000043,0.0100,99.7200,1
1050,交,0.000043,0.0100,99.7300,1
1051,渉,0.000043,0.0100,99.7400,1
1052,恭,0.000042,0.0099,99.7500,1
1053,暴,0.000042,0.0099,99.7599,1
1054,就,0.000042,0.0099,99.7698,1
1055,脳,0.000042,0.0099,99.7797,1
1056,卵,0.000042,0.0099,99.7895,1
1057,土,0.000042,0.0098,99.7994,1
1058,響,0.000042,0.0098,99.8092,1
1059,獄,0.000042,0.0098,99.8189,1
1060,眼,0.000041,0.0097,99.8286,1
1061,鏡,0.000041,0.0097,99.8383,1
1062,距,0.000041,0.0097,99.8479,1
1063,燃,0.000041,0.0097,99.8576,1
1064,床,0.000041,0.0096,99.8672,1
1065,梓,0.000041,0.0096,99.8768,1
1066,奢,0.000041,0.0096,99.8864,1
1067,扉,0.000041,0.0096,99.8960,1
1068,芝,0.000041,0.0095,99.9055,1
1069,吐,0.000041,0.0095,99.9150,1
1070,闇,0.000041,0.0095,99.9245,1
1071,霜,0.000041,0.0095,99.9340,1
1072,府,0.000040,0.0095,99.9435,1
1073,奈,0.000040,0.0095,99.9530,1
1074,惜,0.000040,0.0095,99.9624,1
1075,此,0.000040,0.0094,99.9718,1
1076,駅,0.000040,0.0094,99.9813,1
1077,永,0.000040,0.0094,99.9906,1
1078,兵,0.000040,0.0094,100.0000,1
