rank,word,frequency,cum_pct,region
712,閉まる,0.00016738,66.2779,R3
713,別れる,0.00016724,66.2947,R3
714,羃,0.00016688,66.3114,R3
715,それだけ,0.00016683,66.3280,R3
716,注す,0.00016644,66.3447,R3
717,やばい,0.00016639,66.3613,R3
718,素,0.00016606,66.3779,R3
719,円い,0.00016492,66.3944,R3
720,捜す,0.00016489,66.4109,R3
721,打ち荷,0.00016427,66.4273,R3
722,もらった,0.00016401,66.4437,R3
723,簡単,0.00016392,66.4601,R3
724,突く,0.00016354,66.4765,R3
725,用,0.00016354,66.4928,R3
726,結果,0.00016251,66.5091,R3
727,似合う,0.00016216,66.5253,R3
728,かしら,0.00016210,66.5415,R3
729,出てくる,0.00016157,66.5577,R3
730,できた,0.00016152,66.5738,R3
731,けっこう,0.00016146,66.5900,R3
732,道,0.00016119,66.6061,R3
733,急ぐ,0.00016096,66.6222,R3
734,先,0.00016081,66.6383,R3
735,お帰り,0.00015937,66.6542,R3
736,名,0.00015920,66.6701,R3
737,賀する,0.00015899,66.6860,R3
738,続く,0.00015879,66.7019,R3
739,べ,0.00015852,66.7178,R3
740,そっち,0.00015844,66.7336,R3
741,思い出す,0.00015808,66.7494,R3
742,空,0.00015797,66.7652,R3
743,一度,0.00015764,66.7810,R3
744,救う,0.00015714,66.7967,R3
745,つ,0.00015685,66.8124,R3
746,母さん,0.00015685,66.8280,R3
747,忙しい,0.00015673,66.8437,R3
748,任せる,0.00015667,66.8594,R3
749,準備,0.00015629,66.8750,R3
750,そろそろ,0.00015623,66.8906,R3
751,それから,0.00015565,66.9062,R3
752,本気,0.00015547,66.9218,R3
753,毎日,0.00015530,66.9373,R3
754,貸す,0.00015521,66.9528,R3
755,やっと,0.00015515,66.9683,R3
756,相談,0.00015515,66.9838,R3
757,どっち,0.00015503,66.9993,R3
758,開ける,0.00015483,67.0148,R3
759,泣き声,0.00015480,67.0303,R3
760,ことも,0.00015477,67.0458,R3
761,久しぶり,0.00015474,67.0612,R3
762,でございます,0.00015468,67.0767,R3
763,します,0.00015456,67.0922,R3
764,ゆき,0.00015456,67.1076,R3
765,風,0.00015447,67.1231,R3
766,結局,0.00015409,67.1385,R3
767,手伝う,0.00015395,67.1539,R3
768,足,0.00015392,67.1693,R3
769,あげる,0.00015365,67.1846,R3
770,たって,0.00015289,67.1999,R3
771,巳,0.00015133,67.2151,R3
772,向かう,0.00015131,67.2302,R3
773,謝る,0.00015116,67.2453,R3
774,みる,0.00015107,67.2604,R3
775,御座います,0.00015101,67.2755,R3
776,しかない,0.00015081,67.2906,R3
777,やっぱ,0.00015072,67.3057,R3
778,場合,0.00015069,67.3207,R3
779,愛,0.00015057,67.3358,R3
780,ますよ,0.00015031,67.3508,R3
781,お店,0.00015001,67.3658,R3
782,同氏,0.00014993,67.3808,R3
783,図,0.00014969,67.3958,R3
784,区内,0.00014966,67.4108,R3
785,折れる,0.00014966,67.4257,R3
786,その時,0.00014957,67.4407,R3
787,聞こえる,0.00014928,67.4556,R3
788,やがる,0.00014872,67.4705,R3
789,二人,0.00014869,67.4853,R3
790,大学,0.00014864,67.5002,R3
791,止める,0.00014855,67.5151,R3
792,医者,0.00014805,67.5299,R3
793,撮る,0.00014770,67.5446,R3
794,大きい,0.00014767,67.5594,R3
795,別,0.00014743,67.5742,R3
796,たくさん,0.00014734,67.5889,R3
797,もう一度,0.00014726,67.6036,R3
798,いいえ,0.00014708,67.6183,R3
799,多分,0.00014682,67.6330,R3
800,先に,0.00014670,67.6477,R3
801,すごく,0.00014605,67.6623,R3
802,休む,0.00014576,67.6769,R3
803,かもしれません,0.00014570,67.6914,R3
804,ヤツ,0.00014550,67.7060,R3
805,貼る,0.00014544,67.7205,R3
806,離れる,0.00014509,67.7350,R3
807,罪,0.00014497,67.7495,R3
808,辺,0.00014485,67.7640,R3
809,揉む,0.00014470,67.7785,R3
810,わけ,0.00014423,67.7929,R3
811,一人で,0.00014382,67.8073,R3
812,木,0.00014365,67.8216,R3
813,よい,0.00014356,67.8360,R3
814,ません,0.00014341,67.8503,R3
815,狙う,0.00014338,67.8647,R3
816,うれしい,0.00014330,67.8790,R3
817,味,0.00014274,67.8933,R3
818,消える,0.00014265,67.9076,R3
819,邦画,0.00014256,67.9218,R3
820,遭難,0.00014227,67.9360,R3
821,ものを,0.00014215,67.9502,R3
822,あはは,0.00014192,67.9644,R3
823,邪魔,0.00014186,67.9786,R3
824,座る,0.00014183,67.9928,R3
825,遊ぶ,0.00014171,68.0070,R3
826,ため息,0.00014145,68.0211,R3
827,ないと,0.00014124,68.0352,R3
828,舎,0.00014066,68.0493,R3
829,親父,0.00014063,68.0634,R3
830,ううん,0.00014048,68.0774,R3
831,しかも,0.00014048,68.0915,R3
832,やって来る,0.00014024,68.1055,R3
833,説明,0.00013975,68.1195,R3
834,県,0.00013963,68.1334,R3
835,姿,0.00013957,68.1474,R3
836,ならない,0.00013942,68.1613,R3
837,払う,0.00013942,68.1753,R3
838,済む,0.00013933,68.1892,R3
839,気づく,0.00013910,68.2031,R3
840,大きな,0.00013901,68.2170,R3
841,女子,0.00013875,68.2309,R3
842,口,0.00013872,68.2448,R3
843,はいはい,0.00013851,68.2586,R3
844,勉強,0.00013848,68.2725,R3
845,ダメだ,0.00013840,68.2863,R3
846,ゆっくり,0.00013828,68.3001,R3
847,底荷,0.00013819,68.3140,R3
848,神,0.00013787,68.3277,R3
849,ひどい,0.00013778,68.3415,R3
850,歩く,0.00013775,68.3553,R3
851,状況,0.00013766,68.3691,R3
852,広い,0.00013746,68.3828,R3
853,当たる,0.00013746,68.3966,R3
854,花,0.00013731,68.4103,R3
855,近く,0.00013731,68.4240,R3
856,手術,0.00013728,68.4377,R3
857,首,0.00013722,68.4515,R3
858,拍手,0.00013696,68.4652,R3
859,出会う,0.00013684,68.4788,R3
860,わけじゃない,0.00013672,68.4925,R3
861,海,0.00013664,68.5062,R3
862,内科,0.00013658,68.5198,R3
863,用意,0.00013640,68.5335,R3
864,山,0.00013637,68.5471,R3
865,残す,0.00013637,68.5608,R3
866,桜,0.00013620,68.5744,R3
867,町,0.00013620,68.5880,R3
868,全員,0.00013617,68.6016,R3
869,逮捕,0.00013596,68.6152,R3
870,しま,0.00013593,68.6288,R3
871,住む,0.00013578,68.6424,R3
872,自殺,0.00013555,68.6559,R3
873,強い,0.00013552,68.6695,R3
874,方がいい,0.00013546,68.6830,R3
875,メール,0.00013529,68.6966,R3
876,せっかく,0.00013485,68.7100,R3
877,教授,0.00013452,68.7235,R3
878,ナレーター,0.00013423,68.7369,R3
879,随分,0.00013394,68.7503,R3
880,合う,0.00013373,68.7637,R3
881,疑う,0.00013364,68.7770,R3
882,未来,0.00013335,68.7904,R3
883,他に,0.00013311,68.8037,R3
884,兄,0.00013300,68.8170,R3
885,熱い,0.00013294,68.8303,R3
886,こんなに,0.00013285,68.8436,R3
887,ないで,0.00013247,68.8568,R3
888,今夜,0.00013232,68.8701,R3
889,素っ,0.00013218,68.8833,R3
890,さすが,0.00013197,68.8965,R3
891,上がる,0.00013185,68.9097,R3
892,難しい,0.00013177,68.9228,R3
893,釣る,0.00013156,68.9360,R3
894,大人,0.00013138,68.9491,R3
895,弟子,0.00013127,68.9623,R3
896,なかなか,0.00013118,68.9754,R3
897,会,0.00013056,68.9884,R3
898,素敵,0.00013050,69.0015,R3
899,噂,0.00013047,69.0145,R3
900,造る,0.00013044,69.0276,R3
901,乃至,0.00013018,69.0406,R3
902,穂,0.00013018,69.0536,R3
903,農,0.00013015,69.0666,R3
904,飛ぶ,0.00013015,69.0796,R3
905,のように,0.00012974,69.0926,R3
906,どうしても,0.00012956,69.1056,R3
907,雅,0.00012956,69.1185,R3
908,歌,0.00012930,69.1315,R3
909,敵,0.00012915,69.1444,R3
910,るか,0.00012845,69.1572,R3
911,お腹,0.00012839,69.1701,R3
912,以外,0.00012833,69.1829,R3
913,大好き,0.00012819,69.1957,R3
914,弁護士,0.00012819,69.2085,R3
915,下,0.00012775,69.2213,R3
916,女の子,0.00012751,69.2340,R3
917,やん,0.00012748,69.2468,R3
918,あげて,0.00012698,69.2595,R3
919,驚く,0.00012648,69.2721,R3
920,起こす,0.00012645,69.2848,R3
921,おかしい,0.00012610,69.2974,R3
922,だめ,0.00012607,69.3100,R3
923,借りる,0.00012584,69.3226,R3
924,水,0.00012575,69.3352,R3
925,いくら,0.00012569,69.3477,R3
926,ありました,0.00012563,69.3603,R3
927,乗せる,0.00012552,69.3728,R3
928,そこで,0.00012537,69.3854,R3
929,こら,0.00012534,69.3979,R3
930,それでも,0.00012534,69.4105,R3
931,楽しむ,0.00012531,69.4230,R3
932,いいか,0.00012525,69.4355,R3
933,お姉ちゃん,0.00012516,69.4480,R3
934,戦,0.00012516,69.4605,R3
935,東,0.00012511,69.4731,R3
936,したら,0.00012484,69.4855,R3
937,すね,0.00012481,69.4980,R3
938,愛する,0.00012475,69.5105,R3
939,黒い,0.00012466,69.5230,R3
940,何て,0.00012464,69.5354,R3
941,正直,0.00012428,69.5479,R3
942,責任,0.00012408,69.5603,R3
943,銅貨,0.00012367,69.5726,R3
944,伺う,0.00012308,69.5849,R3
945,はずだ,0.00012290,69.5972,R3
946,お待ち,0.00012279,69.6095,R3
947,組む,0.00012249,69.6218,R3
948,危ない,0.00012244,69.6340,R3
949,課,0.00012217,69.6462,R3
950,私達,0.00012214,69.6584,R3
951,存在,0.00012211,69.6706,R3
952,向こう,0.00012182,69.6828,R3
953,離婚,0.00012182,69.6950,R3
954,いらっしゃい,0.00012164,69.7072,R3
955,お話,0.00012123,69.7193,R3
956,いっぱい,0.00012097,69.7314,R3
957,そこまで,0.00012094,69.7435,R3
958,匂う,0.00012079,69.7556,R3
959,とりあえず,0.00012076,69.7676,R3
960,願う,0.00012070,69.7797,R3
961,気付く,0.00012062,69.7918,R3
962,あとで,0.00012053,69.8038,R3
963,屋,0.00011985,69.8158,R3
964,無事,0.00011982,69.8278,R3
965,方法,0.00011977,69.8398,R3
966,オペ,0.00011974,69.8517,R3
967,誘う,0.00011971,69.8637,R3
968,生,0.00011968,69.8757,R3
969,似る,0.00011965,69.8876,R3
970,安心,0.00011953,69.8996,R3
971,波動,0.00011950,69.9115,R3
972,持ってくる,0.00011941,69.9235,R3
973,笑む,0.00011935,69.9354,R3
974,戻ってくる,0.00011933,69.9474,R3
975,父さん,0.00011927,69.9593,R3
976,あそこ,0.00011924,69.9712,R3
977,五日,0.00011909,69.9831,R3
978,そうね,0.00011900,69.9950,R3
979,時代,0.00011856,70.0069,R3
980,いらっしゃいませ,0.00011847,70.0187,R3
981,とても,0.00011809,70.0305,R3
982,知り合う,0.00011806,70.0423,R3
983,湾,0.00011798,70.0541,R3
984,今から,0.00011789,70.0659,R3
985,座,0.00011786,70.0777,R3
986,失敗,0.00011786,70.0895,R3
987,鷹,0.00011786,70.1013,R3
988,視点,0.00011777,70.1131,R3
989,客,0.00011768,70.1248,R3
990,番,0.00011751,70.1366,R3
991,れる,0.00011736,70.1483,R3
992,騙す,0.00011733,70.1600,R3
993,殺害,0.00011721,70.1718,R3
994,担当,0.00011701,70.1835,R3
995,走る,0.00011677,70.1951,R3
996,事故,0.00011651,70.2068,R3
997,どうせ,0.00011642,70.2184,R3
998,たかった,0.00011639,70.2301,R3
999,奪う,0.00011633,70.2417,R4
1000,社員,0.00011630,70.2533,R4
1001,気にする,0.00011627,70.2650,R4
1002,そういえば,0.00011622,70.2766,R4
1003,助かる,0.00011622,70.2882,R4
1004,よいしょ,0.00011619,70.2998,R4
1005,隣る,0.00011619,70.3114,R4
1006,突然,0.00011563,70.3230,R4
1007,わざわざ,0.00011557,70.3346,R4
1008,様,0.00011554,70.3461,R4
1009,今年,0.00011536,70.3577,R4
1010,様子,0.00011533,70.3692,R4
1011,うるさい,0.00011501,70.3807,R4
1012,箱,0.00011498,70.3922,R4
1013,多様,0.00011466,70.4037,R4
1014,そしたら,0.00011460,70.4151,R4
1015,夏,0.00011443,70.4266,R4
1016,空く,0.00011425,70.4380,R4
1017,報告,0.00011422,70.4494,R4
1018,非,0.00011410,70.4608,R4
1019,としても,0.00011407,70.4722,R4
1020,遺体,0.00011407,70.4836,R4
1021,どこか,0.00011401,70.4950,R4
1022,えっと,0.00011399,70.5064,R4
1023,どうやって,0.00011378,70.5178,R4
1024,糊塗,0.00011366,70.5292,R4
1025,犬,0.00011343,70.5405,R4
1026,間違いない,0.00011322,70.5518,R4
1027,願,0.00011305,70.5631,R4
1028,余計,0.00011302,70.5744,R4
1029,易い,0.00011299,70.5857,R4
1030,断る,0.00011299,70.5970,R4
1031,問う,0.00011299,70.6083,R4
1032,発見,0.00011293,70.6196,R4
1033,十分,0.00011281,70.6309,R4
1034,消す,0.00011272,70.6422,R4
1035,悼む,0.00011252,70.6534,R4
1036,っけ,0.00011249,70.6647,R4
1037,黄,0.00011249,70.6759,R4
1038,危険,0.00011243,70.6872,R4
1039,やはり,0.00011225,70.6984,R4
1040,知,0.00011225,70.7096,R4
1041,過去,0.00011187,70.7208,R4
1042,生活,0.00011187,70.7320,R4
1043,葬送,0.00011181,70.7432,R4
1044,下さる,0.00011176,70.7544,R4
1045,傷つく,0.00011140,70.7655,R4
1046,でき,0.00011137,70.7766,R4
1047,おかげで,0.00011114,70.7878,R4
1048,言値,0.00011108,70.7989,R4
1049,それも,0.00011085,70.8099,R4
1050,ことになる,0.00011061,70.8210,R4
1051,裏,0.00011058,70.8321,R4
1052,甘い,0.00011052,70.8431,R4
1053,しっかり,0.00011044,70.8542,R4
1054,ばれる,0.00011041,70.8652,R4
1055,失う,0.00011035,70.8762,R4
1056,多飲,0.00011032,70.8873,R4
1057,覚悟,0.00011029,70.8983,R4
1058,紹介,0.00011029,70.9093,R4
1059,超,0.00011023,70.9203,R4
1060,望む,0.00011017,70.9314,R4
1061,デート,0.00010976,70.9423,R4
1062,お兄ちゃん,0.00010970,70.9533,R4
1063,描く,0.00010961,70.9643,R4
1064,回想,0.00010944,70.9752,R4
1065,ノック,0.00010935,70.9862,R4
1066,当然,0.00010929,70.9971,R4
1067,週間,0.00010917,71.0080,R4
1068,盗む,0.00010914,71.0189,R4
1069,貫,0.00010894,71.0298,R4
1070,残念,0.00010894,71.0407,R4
1071,関係ない,0.00010873,71.0516,R4
1072,くせに,0.00010870,71.0624,R4
1073,嫌い,0.00010867,71.0733,R4
1074,本當,0.00010867,71.0842,R4
1075,ことができる,0.00010865,71.0950,R4
1076,城,0.00010853,71.1059,R4
1077,何だか,0.00010844,71.1167,R4
1078,月,0.00010791,71.1275,R4
1079,嫌う,0.00010771,71.1383,R4
1080,真実,0.00010750,71.1491,R4
1081,ご存じ,0.00010735,71.1598,R4
1082,ありがと,0.00010733,71.1705,R4
1083,他派,0.00010730,71.1812,R4
1084,いな,0.00010727,71.1920,R4
1085,いかが,0.00010709,71.2027,R4
1086,外に,0.00010709,71.2134,R4
1087,迷惑,0.00010691,71.2241,R4
1088,恐らく,0.00010677,71.2348,R4
1089,病気,0.00010671,71.2454,R4
1090,振る,0.00010653,71.2561,R4
1091,無駄,0.00010650,71.2667,R4
1092,死,0.00010633,71.2774,R4
1093,足す,0.00010630,71.2880,R4
1094,映画,0.00010624,71.2986,R4
1095,絵,0.00010621,71.3092,R4
1096,着信音,0.00010583,71.3198,R4
1097,追う,0.00010583,71.3304,R4
1098,撃つ,0.00010580,71.3410,R4
1099,状態,0.00010580,71.3516,R4
1100,それでは,0.00010554,71.3621,R4
1101,妹,0.00010545,71.3727,R4
1102,かどうか,0.00010542,71.3832,R4
1103,というのは,0.00010527,71.3937,R4
1104,高校,0.00010524,71.4043,R4
1105,すげい,0.00010521,71.4148,R4
1106,騒ぐ,0.00010492,71.4253,R4
1107,もう少し,0.00010471,71.4357,R4
1108,何度も,0.00010416,71.4462,R4
1109,飽きる,0.00010386,71.4565,R4
1110,魚,0.00010348,71.4669,R4
1111,ご主人,0.00010301,71.4772,R4
1112,練習,0.00010298,71.4875,R4
1113,協力,0.00010278,71.4978,R4
1114,冗談,0.00010269,71.5080,R4
1115,美咲,0.00010237,71.5183,R4
1116,いろんな,0.00010225,71.5285,R4
1117,うーん,0.00010225,71.5387,R4
1118,何と,0.00010225,71.5490,R4
1119,梨,0.00010222,71.5592,R4
1120,連れる,0.00010216,71.5694,R4
1121,叩く,0.00010190,71.5796,R4
1122,看護師,0.00010187,71.5898,R4
1123,なきゃいけない,0.00010178,71.5999,R4
1124,おめでとう,0.00010175,71.6101,R4
1125,子ども,0.00010160,71.6203,R4
1126,あったら,0.00010152,71.6304,R4
1127,形,0.00010152,71.6406,R4
1128,手紙,0.00010152,71.6507,R4
1129,二死,0.00010152,71.6609,R4
1130,店員,0.00010146,71.6710,R4
1131,呼び出す,0.00010099,71.6811,R4
1132,怪我,0.00010096,71.6912,R4
1133,間に,0.00010096,71.7013,R4
1134,と言って,0.00010055,71.7114,R4
1135,際,0.00010055,71.7214,R4
1136,一生,0.00010049,71.7315,R4
1137,しばらく,0.00010043,71.7415,R4
1138,悩む,0.00010043,71.7516,R4
1139,がね,0.00010037,71.7616,R4
1140,彼ら,0.00010028,71.7716,R4
1141,そもそも,0.00010020,71.7817,R4
1142,読過,0.00010005,71.7917,R4
1143,会長,0.00009952,71.8016,R4
1144,字幕,0.00009940,71.8116,R4
1145,増田,0.00009934,71.8215,R4
1146,赤い,0.00009932,71.8314,R4
1147,二度と,0.00009932,71.8413,R4
1148,仕方ない,0.00009926,71.8513,R4
1149,俺達,0.00009911,71.8612,R4
1150,記者,0.00009908,71.8711,R4
1151,あう,0.00009870,71.8810,R4
1152,育てる,0.00009870,71.8908,R4
1153,おじさん,0.00009858,71.9007,R4
1154,なんだって,0.00009849,71.9105,R4
1155,鍵,0.00009838,71.9204,R4
1156,おく,0.00009832,71.9302,R4
1157,ようです,0.00009829,71.9400,R4
1158,抱く,0.00009794,71.9498,R4
1159,光る,0.00009785,71.9596,R4
1160,それと,0.00009767,71.9694,R4
1161,進む,0.00009761,71.9791,R4
1162,お世話になる,0.00009729,71.9889,R4
1163,素晴らしい,0.00009720,71.9986,R4
1164,面,0.00009706,72.0083,R4
1165,特別,0.00009700,72.0180,R4
1166,隣,0.00009697,72.0277,R4
1167,秘密,0.00009691,72.0374,R4
1168,万円,0.00009685,72.0471,R4
1169,丸い,0.00009682,72.0568,R4
1170,薬,0.00009679,72.0664,R4
1171,行う,0.00009662,72.0761,R4
1172,ところが,0.00009653,72.0857,R4
1173,まるで,0.00009647,72.0954,R4
1174,行ってくる,0.00009638,72.1050,R4
1175,それより,0.00009626,72.1147,R4
1176,楽,0.00009626,72.1243,R4
1177,お客様,0.00009621,72.1339,R4
1178,事実,0.00009618,72.1435,R4
1179,感謝,0.00009600,72.1531,R4
1180,血,0.00009600,72.1627,R4
1181,巽,0.00009594,72.1723,R4
1182,寂しい,0.00009582,72.1819,R4
1183,本人,0.00009579,72.1915,R4
1184,詳しい,0.00009571,72.2011,R4
1185,服,0.00009538,72.2106,R4
1186,いってきます,0.00009527,72.2201,R4
1187,取れる,0.00009524,72.2296,R4
1188,はっきり,0.00009518,72.2392,R4
1189,億,0.00009494,72.2487,R4
1190,お客さん,0.00009491,72.2581,R4
1191,殴る,0.00009489,72.2676,R4
1192,か月,0.00009486,72.2771,R4
1193,重い,0.00009483,72.2866,R4
1194,いきなり,0.00009480,72.2961,R4
1195,アール,0.00009459,72.3055,R4
1196,食事,0.00009459,72.3150,R4
1197,笑顔,0.00009450,72.3244,R4
1198,数,0.00009427,72.3339,R4
1199,傷,0.00009415,72.3433,R4
1200,泰斗,0.00009415,72.3527,R4
1201,記憶,0.00009409,72.3621,R4
1202,喜ぶ,0.00009406,72.3715,R4
1203,逆,0.00009392,72.3809,R4
1204,了解,0.00009392,72.3903,R4
1205,ゆけ,0.00009386,72.3997,R4
1206,乾杯,0.00009386,72.4091,R4
1207,麻,0.00009380,72.4185,R4
1208,上手くいく,0.00009365,72.4278,R4
1209,どうしよう,0.00009359,72.4372,R4
1210,腹,0.00009339,72.4465,R4
1211,あんまり,0.00009333,72.4559,R4
1212,佐藤,0.00009330,72.4652,R4
1213,例えば,0.00009330,72.4745,R4
1214,はある,0.00009327,72.4838,R4
1215,特に,0.00009318,72.4932,R4
1216,当たり前,0.00009315,72.5025,R4
1217,すでに,0.00009312,72.5118,R4
1218,酒,0.00009310,72.5211,R4
1219,念,0.00009310,72.5304,R4
1220,自由,0.00009298,72.5397,R4
1221,てるよ,0.00009286,72.5490,R4
1222,希望,0.00009271,72.5583,R4
1223,あのう,0.00009266,72.5675,R4
1224,御前,0.00009248,72.5768,R4
1225,本物,0.00009245,72.5860,R4
1226,あっち,0.00009230,72.5953,R4
1227,それじゃ,0.00009230,72.6045,R4
1228,赤ちゃん,0.00009216,72.6137,R4
1229,夫婦,0.00009210,72.6229,R4
1230,山田,0.00009204,72.6321,R4
1231,彫る,0.00009198,72.6413,R4
1232,この前,0.00009175,72.6505,R4
1233,運ぶ,0.00009172,72.6597,R4
1234,この間,0.00009157,72.6688,R4
1235,申し訳ありません,0.00009148,72.6780,R4
1236,気をつける,0.00009125,72.6871,R4
1237,原因,0.00009116,72.6962,R4
1238,大志,0.00009116,72.7053,R4
1239,代,0.00009107,72.7144,R4
1240,現れる,0.00009101,72.7235,R4
1241,仲,0.00009101,72.7326,R4
1242,応援,0.00009089,72.7417,R4
1243,ちっ,0.00009087,72.7508,R4
1244,どうしたん,0.00009087,72.7599,R4
1245,身,0.00009063,72.7690,R4
1246,切れる,0.00009037,72.7780,R4
1247,聞きたい,0.00009028,72.7870,R4
1248,２つ,0.00009016,72.7960,R4
1249,彼氏,0.00009007,72.8050,R4
1250,届く,0.00009004,72.8140,R4
1251,あおい,0.00008999,72.8230,R4
1252,もらい,0.00008999,72.8320,R4
1253,構う,0.00008981,72.8410,R4
1254,完全,0.00008978,72.8500,R4
1255,ご飯,0.00008972,72.8590,R4
1256,色,0.00008972,72.8679,R4
1257,ゆきます,0.00008969,72.8769,R4
1258,平気,0.00008943,72.8859,R4
1259,胸,0.00008937,72.8948,R4
1260,携帯電話,0.00008908,72.9037,R4
1261,落とす,0.00008905,72.9126,R4
1262,かなり,0.00008902,72.9215,R4
1263,解決,0.00008890,72.9304,R4
1264,歌う,0.00008887,72.9393,R4
1265,お茶,0.00008866,72.9481,R4
1266,あれば,0.00008864,72.9570,R4
1267,立派,0.00008852,72.9659,R4
1268,ゲーム,0.00008828,72.9747,R4
1269,さえ,0.00008828,72.9835,R4
1270,一応,0.00008825,72.9923,R4
1271,そのまま,0.00008805,73.0012,R4
1272,美しい,0.00008796,73.0099,R4
1273,僕ら,0.00008793,73.0187,R4
1274,誕生日,0.00008787,73.0275,R4
1275,模する,0.00008787,73.0363,R4
1276,限る,0.00008784,73.0451,R4
1277,だめだ,0.00008778,73.0539,R4
1278,求める,0.00008778,73.0627,R4
1279,成功,0.00008776,73.0714,R4
1280,裏切る,0.00008758,73.0802,R4
1281,我が,0.00008755,73.0889,R4
1282,漏る,0.00008749,73.0977,R4
1283,寒い,0.00008743,73.1064,R4
1284,集まる,0.00008734,73.1152,R4
1285,げ,0.00008723,73.1239,R4
1286,何にも,0.00008717,73.1326,R4
1287,自信,0.00008714,73.1413,R4
1288,船,0.00008705,73.1500,R4
1289,倒れる,0.00008705,73.1587,R4
1290,ふざく,0.00008702,73.1674,R4
1291,兄貴,0.00008690,73.1761,R4
1292,はもう,0.00008676,73.1848,R4
1293,起こる,0.00008652,73.1935,R4
1294,組,0.00008649,73.2021,R4
1295,檻,0.00008646,73.2108,R4
1296,目的,0.00008641,73.2194,R4
1297,理解,0.00008638,73.2280,R4
1298,産む,0.00008635,73.2367,R4
1299,こうする,0.00008620,73.2453,R4
1300,緑,0.00008620,73.2539,R4
1301,さらに,0.00008614,73.2625,R4
1302,教師,0.00008611,73.2711,R4
1303,痛っ,0.00008602,73.2797,R4
1304,杉,0.00008600,73.2883,R4
1305,でもある,0.00008585,73.2969,R4
1306,市,0.00008582,73.3055,R4
1307,火照る,0.00008570,73.3141,R4
1308,チャイム,0.00008555,73.3226,R4
1309,ように,0.00008555,73.3312,R4
1310,アメリカ,0.00008541,73.3397,R4
1311,借金,0.00008535,73.3483,R4
1312,ゆきましょう,0.00008532,73.3568,R4
1313,離す,0.00008532,73.3653,R4
1314,肉,0.00008529,73.3739,R4
1315,判断,0.00008520,73.3824,R4
1316,つい,0.00008514,73.3909,R4
1317,びっくり,0.00008514,73.3994,R4
1318,ここの,0.00008506,73.4079,R4
1319,人物,0.00008503,73.4164,R4
1320,池,0.00008503,73.4249,R4
1321,はずです,0.00008497,73.4334,R4
1322,おばあちゃん,0.00008488,73.4419,R4
1323,音楽,0.00008485,73.4504,R4
1324,減る,0.00008485,73.4589,R4
1325,おら,0.00008482,73.4673,R4
1326,期待,0.00008473,73.4758,R4
1327,殺人,0.00008467,73.4843,R4
1328,与える,0.00008467,73.4928,R4
1329,腕,0.00008467,73.5012,R4
1330,暇,0.00008450,73.5097,R4
1331,亡,0.00008441,73.5181,R4
1332,回る,0.00008435,73.5265,R4
1333,勝負,0.00008435,73.5350,R4
1334,遅れる,0.00008432,73.5434,R4
1335,私邸,0.00008426,73.5518,R4
1336,もらえる,0.00008423,73.5603,R4
1337,括弧,0.00008400,73.5687,R4
1338,ことな,0.00008397,73.5771,R4
1339,誰にも,0.00008397,73.5855,R4
1340,連中,0.00008397,73.5939,R4
1341,予定,0.00008394,73.6023,R4
1342,鈴木,0.00008394,73.6106,R4
1343,お父,0.00008388,73.6190,R4
1344,すると,0.00008385,73.6274,R4
1345,関わる,0.00008385,73.6358,R4
1346,恥ずかしい,0.00008385,73.6442,R4
1347,銀行,0.00008374,73.6526,R4
1348,代わる,0.00008344,73.6609,R4
1349,ぜひ,0.00008333,73.6692,R4
1350,預かる,0.00008330,73.6776,R4
1351,お休み,0.00008321,73.6859,R4
1352,異端,0.00008321,73.6942,R4
1353,いの,0.00008318,73.7025,R4
1354,もので,0.00008318,73.7108,R4
1355,質問,0.00008318,73.7192,R4
1356,計画,0.00008312,73.7275,R4
1357,思,0.00008306,73.7358,R4
1358,気分,0.00008283,73.7441,R4
1359,弟,0.00008271,73.7523,R4
1360,事務所,0.00008250,73.7606,R4
1361,人たち,0.00008250,73.7688,R4
1362,室,0.00008242,73.7771,R4
1363,いってらっしゃい,0.00008224,73.7853,R4
1364,偶然,0.00008200,73.7935,R4
1365,恨む,0.00008200,73.8017,R4
1366,最低,0.00008183,73.8099,R4
1367,主人,0.00008174,73.8181,R4
1368,おいて,0.00008171,73.8262,R4
1369,もうすぐ,0.00008159,73.8344,R4
1370,恋愛,0.00008159,73.8426,R4
1371,雪,0.00008151,73.8507,R4
1372,害意,0.00008148,73.8588,R4
1373,近い,0.00008148,73.8670,R4
1374,不安,0.00008148,73.8751,R4
1375,溶ける,0.00008148,73.8833,R4
1376,検査,0.00008145,73.8914,R4
1377,遣って見る,0.00008136,73.8996,R4
1378,足音,0.00008130,73.9077,R4
1379,立てる,0.00008130,73.9158,R4
1380,飯,0.00008121,73.9240,R4
1381,院長,0.00008118,73.9321,R4
1382,できて,0.00008104,73.9402,R4
1383,山里,0.00008104,73.9483,R4
1384,塀,0.00008098,73.9564,R4
1385,ありませんでした,0.00008086,73.9645,R4
1386,引く,0.00008080,73.9725,R4
1387,楠雄,0.00008071,73.9806,R4
1388,谷,0.00008066,73.9887,R4
1389,いいな,0.00008060,73.9967,R4
1390,父上,0.00008057,74.0048,R4
1391,捕まえる,0.00008051,74.0128,R4
1392,頑張り,0.00008033,74.0209,R4
1393,丘,0.00008016,74.0289,R4
1394,眠る,0.00007989,74.0369,R4
1395,瞳,0.00007978,74.0449,R4
1396,犯行,0.00007978,74.0528,R4
